indicator_id,indicator_label_en
EA.1T8.AG25T99.F,"Educational attainment rate, completed primary education or higher, population 25+ years, female (%)"
EA.1T8.AG25T99.F.LPIA,"Educational attainment rate, completed primary education or higher, population 25+ years, female, adjusted location parity index (LPIA)"
EA.1T8.AG25T99.GPIA,"Educational attainment rate, completed primary education or higher, population 25+ years, adjusted gender parity index (GPIA)"
EA.1T8.AG25T99.LPIA,"Educational attainment rate, completed primary education or higher, population 25+ years, adjusted location parity index (LPIA)"
EA.1T8.AG25T99.M,"Educational attainment rate, completed primary education or higher, population 25+ years, male (%)"
EA.1T8.AG25T99.M.LPIA,"Educational attainment rate, completed primary education or higher, population 25+ years, male, adjusted location parity index (LPIA)"
EA.1T8.AG25T99.RUR,"Educational attainment rate, completed primary education or higher, population 25+ years, rural, both sexes (%)"
EA.1T8.AG25T99.RUR.F,"Educational attainment rate, completed primary education or higher, population 25+ years, rural, female (%)"
EA.1T8.AG25T99.RUR.GPIA,"Educational attainment rate, completed primary education or higher, population 25+ years, rural, adjusted gender parity index (GPIA)"
EA.1T8.AG25T99.RUR.M,"Educational attainment rate, completed primary education or higher, population 25+ years, rural, male (%)"
EA.1T8.AG25T99.URB,"Educational attainment rate, completed primary education or higher, population 25+ years, urban, both sexes (%)"
EA.1T8.AG25T99.URB.F,"Educational attainment rate, completed primary education or higher, population 25+ years, urban, female (%)"
EA.1T8.AG25T99.URB.GPIA,"Educational attainment rate, completed primary education or higher, population 25+ years, urban, adjusted gender parity index (GPIA)"
EA.1T8.AG25T99.URB.M,"Educational attainment rate, completed primary education or higher, population 25+ years, urban, male (%)"
EA.2T8.AG25T99,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, both sexes (%)"
EA.2T8.AG25T99.F,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, female (%)"
EA.2T8.AG25T99.F.LPIA,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, female, adjusted location parity index (LPIA)"
EA.2T8.AG25T99.GPIA,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, adjusted gender parity index (GPIA)"
EA.2T8.AG25T99.LPIA,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, adjusted location parity index (LPIA)"
EA.2T8.AG25T99.M,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, male (%)"
EA.2T8.AG25T99.M.LPIA,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, male, adjusted location parity index (LPIA)"
EA.2T8.AG25T99.RUR,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, rural, both sexes (%)"
EA.2T8.AG25T99.RUR.F,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, rural, female (%)"
EA.2T8.AG25T99.RUR.GPIA,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, rural, adjusted gender parity index (GPIA)"
EA.2T8.AG25T99.RUR.M,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, rural, male (%)"
EA.2T8.AG25T99.URB,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, urban, both sexes (%)"
EA.2T8.AG25T99.URB.F,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, urban, female (%)"
EA.2T8.AG25T99.URB.GPIA,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, urban, adjusted gender parity index (GPIA)"
EA.2T8.AG25T99.URB.M,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, urban, male (%)"
EA.3T8.AG25T99,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, both sexes (%)"
EA.3T8.AG25T99.F,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, female (%)"
EA.3T8.AG25T99.F.LPIA,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, female, adjusted location parity index (LPIA)"
EA.3T8.AG25T99.GPIA,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, adjusted gender parity index (GPIA)"
EA.3T8.AG25T99.LPIA,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, adjusted location parity index (LPIA)"
EA.3T8.AG25T99.M,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, male (%)"
EA.3T8.AG25T99.M.LPIA,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, male, adjusted location parity index (LPIA)"
EA.3T8.AG25T99.RUR,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, rural, both sexes (%)"
EA.3T8.AG25T99.RUR.F,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, rural, female (%)"
EA.3T8.AG25T99.RUR.GPIA,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, rural, adjusted gender parity index (GPIA)"
EA.3T8.AG25T99.RUR.M,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, rural, male (%)"
EA.3T8.AG25T99.URB,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, urban, both sexes (%)"
EA.3T8.AG25T99.URB.F,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, urban, female (%)"
EA.3T8.AG25T99.URB.GPIA,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, urban, adjusted gender parity index (GPIA)"
EA.3T8.AG25T99.URB.M,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, urban, male (%)"
EA.4T8.AG25T99,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, both sexes (%)"
EA.4T8.AG25T99.F,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, female (%)"
EA.4T8.AG25T99.F.LPIA,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, female, adjusted location parity index (LPIA)"
EA.4T8.AG25T99.GPIA,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, adjusted gender parity index (GPIA)"
EA.4T8.AG25T99.LPIA,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, adjusted location parity index (LPIA)"
EA.4T8.AG25T99.M,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, male (%)"
EA.4T8.AG25T99.M.LPIA,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, male, adjusted location parity index (LPIA)"
EA.4T8.AG25T99.RUR,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, rural, both sexes (%)"
EA.4T8.AG25T99.RUR.F,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, rural, female (%)"
EA.4T8.AG25T99.RUR.GPIA,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, rural, adjusted gender parity index (GPIA)"
EA.4T8.AG25T99.RUR.M,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, rural, male (%)"
EA.4T8.AG25T99.URB,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, urban, both sexes (%)"
EA.4T8.AG25T99.URB.F,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, urban, female (%)"
EA.4T8.AG25T99.URB.GPIA,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, urban, adjusted gender parity index (GPIA)"
EA.4T8.AG25T99.URB.M,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, urban, male (%)"
EA.5T8.AG25T99,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, both sexes (%)"
EA.5T8.AG25T99.F,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, female (%)"
EA.5T8.AG25T99.F.LPIA,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, female, adjusted location parity index (LPIA)"
EA.5T8.AG25T99.GPIA,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, adjusted gender parity index (GPIA)"
EA.5T8.AG25T99.LPIA,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, adjusted location parity index (LPIA)"
EA.5T8.AG25T99.M,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, male (%)"
EA.5T8.AG25T99.M.LPIA,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, male, adjusted location parity index (LPIA)"
EA.5T8.AG25T99.RUR,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, rural, both sexes (%)"
EA.5T8.AG25T99.RUR.F,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, rural, female (%)"
EA.5T8.AG25T99.RUR.GPIA,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, rural, adjusted gender parity index (GPIA)"
EA.5T8.AG25T99.RUR.M,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, rural, male (%)"
EA.5T8.AG25T99.URB,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, urban, both sexes (%)"
EA.5T8.AG25T99.URB.F,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, urban, female (%)"
EA.5T8.AG25T99.URB.GPIA,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, urban, adjusted gender parity index (GPIA)"
EA.5T8.AG25T99.URB.M,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, urban, male (%)"
EA.6T8.AG25T99,"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, both sexes (%)"
EA.6T8.AG25T99.F,"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, female (%)"
EA.6T8.AG25T99.F.LPIA,"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, female, adjusted location parity index (LPIA)"
EA.6T8.AG25T99.GPIA,"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, adjusted gender parity index (GPIA)"
EA.6T8.AG25T99.LPIA,"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, adjusted location parity index (LPIA)"
EA.6T8.AG25T99.M,"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, male (%)"
EA.6T8.AG25T99.M.LPIA,"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, male, adjusted location parity index (LPIA)"
EA.6T8.AG25T99.RUR,"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, rural, both sexes (%)"
EA.6T8.AG25T99.RUR.F,"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, rural, female (%)"
EA.6T8.AG25T99.RUR.GPIA,"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, rural, adjusted gender parity index (GPIA)"
EA.6T8.AG25T99.RUR.M,"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, rural, male (%)"
EA.6T8.AG25T99.URB,"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, urban, both sexes (%)"
EA.6T8.AG25T99.URB.F,"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, urban, female (%)"
EA.6T8.AG25T99.URB.GPIA,"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, urban, adjusted gender parity index (GPIA)"
EA.6T8.AG25T99.URB.M,"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, urban, male (%)"
EA.7T8.AG25T99,"Educational attainment rate, completed Master's or equivalent education or higher, population 25+ years, both sexes (%)"
EA.7T8.AG25T99.F,"Educational attainment rate, completed Master's or equivalent education or higher, population 25+ years, female (%)"
EA.7T8.AG25T99.F.LPIA,"Educational attainment rate, completed Master's or equivalent education or higher, population 25+ years, female, adjusted location parity index (LPIA)"
EA.7T8.AG25T99.GPIA,"Educational attainment rate, completed Master's or equivalent education or higher, population 25+ years, adjusted gender parity index (GPIA)"
EA.7T8.AG25T99.LPIA,"Educational attainment rate, completed Master's or equivalent education or higher, population 25+ years, adjusted location parity index (LPIA)"
EA.7T8.AG25T99.M,"Educational attainment rate, completed Master's or equivalent education or higher, population 25+ years, male (%)"
EA.7T8.AG25T99.M.LPIA,"Educational attainment rate, completed Master's or equivalent education or higher, population 25+ years, male, adjusted location parity index (LPIA)"
EA.7T8.AG25T99.RUR,"Educational attainment rate, completed Master's or equivalent education or higher, population 25+ years, rural, both sexes (%)"
EA.7T8.AG25T99.RUR.F,"Educational attainment rate, completed Master's or equivalent education or higher, population 25+ years, rural, female (%)"
EA.7T8.AG25T99.RUR.GPIA,"Educational attainment rate, completed Master's or equivalent education or higher, population 25+ years, rural, adjusted gender parity index (GPIA)"
EA.7T8.AG25T99.RUR.M,"Educational attainment rate, completed Master's or equivalent education or higher, population 25+ years, rural, male (%)"
EA.7T8.AG25T99.URB,"Educational attainment rate, completed Master's or equivalent education or higher, population 25+ years, urban, both sexes (%)"
EA.7T8.AG25T99.URB.F,"Educational attainment rate, completed Master's or equivalent education or higher, population 25+ years, urban, female (%)"
EA.7T8.AG25T99.URB.GPIA,"Educational attainment rate, completed Master's or equivalent education or higher, population 25+ years, urban, adjusted gender parity index (GPIA)"
EA.7T8.AG25T99.URB.M,"Educational attainment rate, completed Master's or equivalent education or higher, population 25+ years, urban, male (%)"
EA.8.AG25T99,"Educational attainment rate, completed Doctoral or equivalent education, population 25+ years, both sexes (%)"
EA.8.AG25T99.F,"Educational attainment rate, completed Doctoral or equivalent education, population 25+ years, female (%)"
EA.8.AG25T99.F.LPIA,"Educational attainment rate, completed Doctoral or equivalent education, population 25+ years, female, adjusted location parity index (LPIA)"
EA.8.AG25T99.GPIA,"Educational attainment rate, completed Doctoral or equivalent education, population 25+ years, adjusted gender parity index (GPIA)"
EA.8.AG25T99.LPIA,"Educational attainment rate, completed Doctoral or equivalent education, population 25+ years, adjusted location parity index (LPIA)"
EA.8.AG25T99.M,"Educational attainment rate, completed Doctoral or equivalent education, population 25+ years, male (%)"
EA.8.AG25T99.M.LPIA,"Educational attainment rate, completed Doctoral or equivalent education, population 25+ years, male, adjusted location parity index (LPIA)"
EA.8.AG25T99.RUR,"Educational attainment rate, completed Doctoral or equivalent education, population 25+ years, rural, both sexes (%)"
EA.8.AG25T99.RUR.F,"Educational attainment rate, completed Doctoral or equivalent education, population 25+ years, rural, female (%)"
EA.8.AG25T99.RUR.GPIA,"Educational attainment rate, completed Doctoral or equivalent education, population 25+ years, rural, adjusted gender parity index (GPIA)"
EA.8.AG25T99.RUR.M,"Educational attainment rate, completed Doctoral or equivalent education, population 25+ years, rural, male (%)"
EA.8.AG25T99.URB,"Educational attainment rate, completed Doctoral or equivalent education, population 25+ years, urban, both sexes (%)"
EA.8.AG25T99.URB.F,"Educational attainment rate, completed Doctoral or equivalent education, population 25+ years, urban, female (%)"
EA.8.AG25T99.URB.GPIA,"Educational attainment rate, completed Doctoral or equivalent education, population 25+ years, urban, adjusted gender parity index (GPIA)"
EA.8.AG25T99.URB.M,"Educational attainment rate, completed Doctoral or equivalent education, population 25+ years, urban, male (%)"
EA.S1T8.AG25T99,"Educational attainment: at least some primary (ISCED 1), population 25+ years, both sexes (%)"
EA.S1T8.AG25T99.F,"Educational attainment: at least some primary (ISCED 1), population 25+ years, female (%)"
EA.S1T8.AG25T99.F.LPIA,"Educational attainment: at least some primary (ISCED 1), population 25+ years, female, adjusted location parity index (LPIA)"
EA.S1T8.AG25T99.GPIA,"Educational attainment: at least some primary (ISCED 1), population 25+ years, adjusted gender parity index (GPIA)"
EA.S1T8.AG25T99.LPIA,"Educational attainment: at least some primary (ISCED 1), population 25+ years, adjusted location parity index (LPIA)"
EA.S1T8.AG25T99.M,"Educational attainment: at least some primary (ISCED 1), population 25+ years, male (%)"
EA.S1T8.AG25T99.M.LPIA,"Educational attainment: at least some primary (ISCED 1), population 25+ years, male, adjusted location parity index (LPIA)"
EA.S1T8.AG25T99.RUR,"Educational attainment: at least some primary (ISCED 1), population 25+ years, rural, both sexes (%)"
EA.S1T8.AG25T99.RUR.F,"Educational attainment: at least some primary (ISCED 1), population 25+ years, rural, female (%)"
EA.S1T8.AG25T99.RUR.GPIA,"Educational attainment: at least some primary (ISCED 1), population 25+ years, rural, adjusted gender parity index (GPIA)"
EA.S1T8.AG25T99.RUR.M,"Educational attainment: at least some primary (ISCED 1), population 25+ years, rural, male (%)"
EA.S1T8.AG25T99.URB,"Educational attainment: at least some primary (ISCED 1), population 25+ years, urban, both sexes (%)"
EA.S1T8.AG25T99.URB.F,"Educational attainment: at least some primary (ISCED 1), population 25+ years, urban, female (%)"
EA.S1T8.AG25T99.URB.GPIA,"Educational attainment: at least some primary (ISCED 1), population 25+ years, urban, adjusted gender parity index (GPIA)"
EA.S1T8.AG25T99.URB.M,"Educational attainment: at least some primary (ISCED 1), population 25+ years, urban, male (%)"
ESG.LOWERSEC,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience, both sexes (%)"
ESG.LOWERSEC.COGN,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Cognitive dimension, both sexes (%)"
ESG.LOWERSEC.COGN.F,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Cognitive dimension, female (%)"
ESG.LOWERSEC.COGN.GPIA,Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Cognitive dimension – adjusted gender parity index (GPIA)
ESG.LOWERSEC.COGN.HIGHSES,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Cognitive dimension, high socio-economic status (%)"
ESG.LOWERSEC.COGN.LOWSES,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Cognitive dimension, low socio-economic status (%)"
ESG.LOWERSEC.COGN.LPIA,Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Cognitive dimension – adjusted location parity index (LPIA)
ESG.LOWERSEC.COGN.M,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Cognitive dimension, male (%)"
ESG.LOWERSEC.COGN.RURAL,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Cognitive dimension, rural (%)"
ESG.LOWERSEC.COGN.URBAN,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Cognitive dimension, urban (%)"
ESG.LOWERSEC.COGN.WPIA,Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Cognitive dimension – adjusted wealth parity index (WPIA)
ESG.LOWERSEC.F,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience, female (%)"
ESG.LOWERSEC.GPIA,Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – adjusted gender parity index (GPIA)
ESG.LOWERSEC.HIGHSES,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience, high socio-economic status (%)"
ESG.LOWERSEC.LOWSES,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience, low socio-economic status (%)"
ESG.LOWERSEC.LPIA,Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – adjusted location parity index (LPIA)
ESG.LOWERSEC.M,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience, male (%)"
ESG.LOWERSEC.NCOG.CONF,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension - Confidence, both sexes (%)"
ESG.LOWERSEC.NCOG.CONF.F,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Confidence, female (%)"
ESG.LOWERSEC.NCOG.CONF.GPIA,Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Confidence – adjusted gender parity index (GPIA)
ESG.LOWERSEC.NCOG.CONF.HIGHSES,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Confidence, high socio-economic status (%)"
ESG.LOWERSEC.NCOG.CONF.LOWSES,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Confidence, low socio-economic status (%)"
ESG.LOWERSEC.NCOG.CONF.LPIA,Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Confidence – adjusted location parity index (LPIA)
ESG.LOWERSEC.NCOG.CONF.M,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Confidence, male (%)"
ESG.LOWERSEC.NCOG.CONF.RURAL,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Confidence, rural (%)"
ESG.LOWERSEC.NCOG.CONF.URBAN,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Confidence, urban (%)"
ESG.LOWERSEC.NCOG.CONF.WPIA,Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Confidence – adjusted wealth parity index (WPIA)
ESG.LOWERSEC.NCOG.ENJO,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension - Enjoyment, both sexes (%)"
ESG.LOWERSEC.NCOG.ENJO.F,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Enjoyment, female (%)"
ESG.LOWERSEC.NCOG.ENJO.GPIA,Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Enjoyment – adjusted gender parity index (GPIA)
ESG.LOWERSEC.NCOG.ENJO.HIGHSES,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Enjoyment, high socio-economic status (%)"
ESG.LOWERSEC.NCOG.ENJO.LOWSES,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Enjoyment, low socio-economic status (%)"
ESG.LOWERSEC.NCOG.ENJO.LPIA,Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Enjoyment – adjusted location parity index (LPIA)
ESG.LOWERSEC.NCOG.ENJO.M,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Enjoyment, male (%)"
ESG.LOWERSEC.NCOG.ENJO.RURAL,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Enjoyment, rural (%)"
ESG.LOWERSEC.NCOG.ENJO.URBAN,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Enjoyment, urban (%)"
ESG.LOWERSEC.NCOG.ENJO.WPIA,Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Enjoyment – adjusted wealth parity index (WPIA)
ESG.LOWERSEC.RURAL,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience, rural (%)"
ESG.LOWERSEC.URBAN,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience, urban (%)"
ESG.LOWERSEC.WPIA,Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – adjusted wealth parity index (WPIA)
EV1524P.2T5.V,"Proportion of 15- to 24-year-olds enrolled in vocational education, both sexes (%)"
EV1524P.2T5.V.F,"Proportion of 15- to 24-year-olds enrolled in vocational education, female (%)"
EV1524P.2T5.V.GPIA,"Proportion of 15-24 year-olds enrolled in vocational education, adjusted gender parity index (GPIA)"
EV1524P.2T5.V.M,"Proportion of 15- to 24-year-olds enrolled in vocational education, male (%)"
FHLANGILP.LOWERSEC,"Percentage of students in lower secondary education who have their first or home language as language of instruction, both sexes (%)"
FHLANGILP.LOWERSEC.F,"Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)"
FHLANGILP.LOWERSEC.GPIA,"Percentage of students at the end of lower secondary education who have their first or home language as language of instruction, adjusted gender parity index (GPIA)"
FHLANGILP.LOWERSEC.HIGHSES,"Percentage of students in lower secondary education who have their first or home language as language of instruction, very affluent socioeconomic background, both sexes (%)"
FHLANGILP.LOWERSEC.LOWSES,"Percentage of students in lower secondary education who have their first or home language as language of instruction, very poor socioeconomic background, both sexes (%)"
FHLANGILP.LOWERSEC.LPIA,"Percentage of students at the end of lower secondary education who have their first or home language as language of instruction, adjusted location parity index (LPIA)"
FHLANGILP.LOWERSEC.M,"Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)"
FHLANGILP.LOWERSEC.RUR,"Percentage of students in lower secondary education who have their first or home language as language of instruction, rural, both sexes (%)"
FHLANGILP.LOWERSEC.URB,"Percentage of students in lower secondary education who have their first or home language as language of instruction, urban, both sexes (%)"
FHLANGILP.LOWERSEC.WPIA,"Percentage of students at the end of lower secondary education who have their first or home language as language of instruction, adjusted wealth parity index (WPIA)"
GAR.5T8,"Gross attendance ratio for tertiary education, both sexes (%)"
GAR.5T8.F,"Gross attendance ratio for tertiary education, female (%)"
GAR.5T8.F.LPIA,"Gross attendance ratio for tertiary education, female, adjusted location parity index (LPIA)"
GAR.5T8.F.WPIA,"Gross attendance ratio for tertiary education, female, adjusted wealth parity index (WPIA)"
GAR.5T8.GPIA,"Gross attendance ratio for tertiary education, adjusted gender parity index (GPIA)"
GAR.5T8.LPIA,"Gross attendance ratio for tertiary education, adjusted location parity index (LPIA)"
GAR.5T8.M,"Gross attendance ratio for tertiary education, male (%)"
GAR.5T8.M.LPIA,"Gross attendance ratio for tertiary education, male, adjusted location parity index (LPIA)"
GAR.5T8.M.WPIA,"Gross attendance ratio for tertiary education, male, adjusted wealth parity index (WPIA)"
GAR.5T8.Q1,"Gross attendance ratio for tertiary education, poorest quintile, both sexes (%)"
GAR.5T8.Q1.F,"Gross attendance ratio for tertiary education, poorest quintile, female (%)"
GAR.5T8.Q1.F.LPIA,"Gross attendance ratio for tertiary education, poorest quintile, female, adjusted location parity index (LPIA)"
GAR.5T8.Q1.GPIA,"Gross attendance ratio for tertiary education, poorest quintile, adjusted gender parity index (GPIA)"
GAR.5T8.Q1.LPIA,"Gross attendance ratio for tertiary education, poorest quintile, adjusted location parity index (LPIA)"
GAR.5T8.Q1.M,"Gross attendance ratio for tertiary education, poorest quintile, male (%)"
GAR.5T8.Q1.M.LPIA,"Gross attendance ratio for tertiary education, poorest quintile, male, adjusted location parity index (LPIA)"
GAR.5T8.Q2,"Gross attendance ratio for tertiary education, second quintile, both sexes (%)"
GAR.5T8.Q2.F,"Gross attendance ratio for tertiary education, second quintile, female (%)"
GAR.5T8.Q2.F.LPIA,"Gross attendance ratio for tertiary education, second quintile, female, adjusted location parity index (LPIA)"
GAR.5T8.Q2.GPIA,"Gross attendance ratio for tertiary education, second quintile, adjusted gender parity index (GPIA)"
GAR.5T8.Q2.LPIA,"Gross attendance ratio for tertiary education, second quintile, adjusted location parity index (LPIA)"
GAR.5T8.Q2.M,"Gross attendance ratio for tertiary education, second quintile, male (%)"
GAR.5T8.Q2.M.LPIA,"Gross attendance ratio for tertiary education, second quintile, male, adjusted location parity index (LPIA)"
GAR.5T8.Q3,"Gross attendance ratio for tertiary education, middle quintile, both sexes (%)"
GAR.5T8.Q3.F,"Gross attendance ratio for tertiary education, middle quintile, female (%)"
GAR.5T8.Q3.F.LPIA,"Gross attendance ratio for tertiary education, middle quintile, female, adjusted location parity index (LPIA)"
GAR.5T8.Q3.GPIA,"Gross attendance ratio for tertiary education, middle quintile, adjusted gender parity index (GPIA)"
GAR.5T8.Q3.LPIA,"Gross attendance ratio for tertiary education, middle quintile, adjusted location parity index (LPIA)"
GAR.5T8.Q3.M,"Gross attendance ratio for tertiary education, middle quintile, male (%)"
GAR.5T8.Q3.M.LPIA,"Gross attendance ratio for tertiary education, middle quintile, male, adjusted location parity index (LPIA)"
GAR.5T8.Q4,"Gross attendance ratio for tertiary education, fourth quintile, both sexes (%)"
GAR.5T8.Q4.F,"Gross attendance ratio for tertiary education, fourth quintile, female (%)"
GAR.5T8.Q4.F.LPIA,"Gross attendance ratio for tertiary education, fourth quintile, female, adjusted location parity index (LPIA)"
GAR.5T8.Q4.GPIA,"Gross attendance ratio for tertiary education, fourth quintile, adjusted gender parity index (GPIA)"
GAR.5T8.Q4.LPIA,"Gross attendance ratio for tertiary education, fourth quintile, adjusted location parity index (LPIA)"
GAR.5T8.Q4.M,"Gross attendance ratio for tertiary education, fourth quintile, male (%)"
